,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,1.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,,2.0,,2.0,3.0,3.0,1.0,5.0,,3.0,,,3.0,3.0,,4.0,,4.0,,4.0,,4.0,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,6.0,,7.0,7.0,7.0,,,,7.0,7.0,7.0,7.0,7.0,,,8.0,,8.0,,8.0,,8.0,9.0,9.0,,,,,9.0,9.0,9.0,10.0,,,,,10.0,10.0,10.0,,10.0,
1,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,,2.0,2.0,2.0,4.0,2.0,2.0,2.0,,2.0,3.0,3.0,,3.0,,2.0,3.0,,3.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,,,5.0,5.0,5.0,,5.0,,,8.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,,,7.0,8.0,7.0,7.0,,8.0,8.0,8.0,6.0,,8.0,8.0,8.0,,,9.0,9.0,9.0,7.0,9.0,9.0,,,9.0,9.0,10.0,10.0,,10.0,10.0,10.0,10.0,,10.0,
2,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,,3.0,3.0,2.0,,,3.0,,,4.0,4.0,3.0,4.0,,4.0,,4.0,7.0,5.0,,5.0,,,5.0,4.0,5.0,,7.0,6.0,,,6.0,6.0,,,6.0,,,,7.0,7.0,6.0,,7.0,7.0,7.0,,,8.0,7.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,9.0,,9.0,9.0,,9.0,,10.0,,10.0,9.0,10.0,,,9.0,10.0,10.0
3,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,3.0,,2.0,,,2.0,2.0,,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,,,4.0,4.0,4.0,,4.0,4.0,,,4.0,,5.0,,5.0,5.0,5.0,,5.0,5.0,3.0,6.0,,6.0,6.0,6.0,6.0,6.0,,6.0,,7.0,7.0,,8.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,8.0,,8.0,,8.0,8.0,,9.0,9.0,9.0,9.0,,9.0,10.0,,9.0,9.0,10.0,,,10.0,10.0,10.0,10.0,,10.0,10.0
4,1.0,,1.0,1.0,1.0,,1.0,,1.0,,2.0,2.0,,2.0,2.0,,,1.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,,3.0,,5.0,3.0,4.0,4.0,4.0,4.0,,2.0,6.0,4.0,4.0,4.0,5.0,,5.0,5.0,,5.0,5.0,,,,,6.0,6.0,,,,,6.0,6.0,,7.0,,7.0,7.0,,7.0,7.0,7.0,7.0,5.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,,,9.0,7.0,7.0,,,9.0,,9.0,10.0,10.0,,10.0,10.0,8.0,10.0,10.0,10.0,
5,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,,,3.0,,4.0,,4.0,,2.0,,,,,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,6.0,,6.0,6.0,6.0,6.0,6.0,,6.0,,,,,,7.0,7.0,7.0,7.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,,9.0,,7.0,,9.0,9.0,,9.0,,10.0,,10.0,10.0,,10.0,,10.0,10.0,10.0
6,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,,3.0,3.0,,3.0,,,2.0,3.0,,3.0,4.0,,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,,5.0,,5.0,,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,4.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,9.0,7.0,,,,8.0,8.0,8.0,8.0,,,,,9.0,8.0,9.0,,,9.0,9.0,,,10.0,,,10.0,10.0,10.0,10.0,,8.0,
7,1.0,1.0,3.0,1.0,3.0,,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,3.0,3.0,3.0,3.0,,3.0,,,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,5.0,3.0,5.0,5.0,,5.0,,,,7.0,6.0,6.0,,6.0,6.0,,6.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,,8.0,,8.0,6.0,8.0,8.0,8.0,8.0,10.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,10.0,10.0,,,10.0,8.0,10.0,,,10.0
8,3.0,,2.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,,3.0,,3.0,,,,3.0,3.0,,,4.0,4.0,,4.0,4.0,6.0,4.0,4.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,6.0,,6.0,6.0,6.0,6.0,4.0,8.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,,7.0,,10.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,,9.0,,,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0
9,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,2.0,,2.0,,,,,2.0,2.0,3.0,,,3.0,5.0,3.0,,,,3.0,4.0,,4.0,4.0,4.0,,6.0,4.0,,,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,,,6.0,6.0,,,,,6.0,,6.0,6.0,7.0,9.0,7.0,6.0,,7.0,7.0,,7.0,7.0,8.0,8.0,,,9.0,8.0,7.0,8.0,,8.0,9.0,9.0,,9.0,9.0,9.0,,8.0,9.0,9.0,10.0,9.0,10.0,,10.0,10.0,10.0,10.0,,
