,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.0,1.0,1.0,1.14,1.0,1.0,1.0,1.0,1.0,1.14,1.0,1.89,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.96,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.99,3.0,3.52,3.76,4.0,3.99,4.0,4.0,4.08,4.0,4.0,3.99,5.0,5.0,5.0,4.72,5.0,5.0,5.0,5.0,5.0,5.0,5.99,6.04,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.04,7.0,7.0,7.0,6.83,7.0,7.0,7.0,6.83,7.0,7.0,8.0,9.0,8.0,8.0,8.0,7.98,7.98,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,8.81,8.31,9.0,9.0,9.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,10.0,10.0,9.98
1,1.0,1.0,1.0,1.16,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.01,3.0,2.0,3.0,3.0,3.0,3.0,2.78,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.48,5.0,5.0,5.0,5.0,5.0,5.99,8.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.98,7.0,7.0,7.0,7.82,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.98,9.0,9.0,9.0,9.0,9.0,8.77,9.0,9.0,9.0,9.0,9.98,10.0,10.0,10.0,10.0,10.0,8.0,9.64,9.45,9.97
2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.16,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.46,4.0,3.99,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,4.99,5.0,4.41,5.0,5.0,5.0,4.74,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.99,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.98,8.0,8.0,7.98,8.0,8.68,9.0,8.99,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.8,10.0,10.0,8.0,10.0
3,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.87,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.99,3.0,3.0,2.99,3.62,4.0,4.0,4.0,3.0,4.0,6.0,3.0,3.76,4.0,5.0,5.0,4.99,5.0,5.0,5.0,5.0,5.0,5.0,4.99,6.0,6.0,6.0,6.0,6.0,5.77,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.83,7.0,7.0,7.0,6.83,7.0,8.0,8.02,8.0,8.0,8.0,8.0,7.98,8.0,7.98,8.0,7.0,9.0,9.0,9.0,9.0,9.0,7.0,8.66,8.98,7.0,10.0,10.0,9.76,10.0,10.0,9.0,10.0,10.0,9.0,10.0
4,4.0,1.0,1.0,1.17,1.0,1.0,1.0,1.0,1.0,1.17,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.96,5.0,3.21,2.78,3.0,3.0,3.0,3.0,3.0,2.99,2.99,4.0,4.0,4.0,4.0,3.63,3.0,4.09,4.0,4.0,3.99,4.99,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.98,6.04,6.0,6.0,5.72,6.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.02,7.0,6.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,7.98,7.68,8.0,7.98,10.0,9.0,9.0,8.99,9.0,9.0,9.0,8.92,9.0,9.0,10.0,9.98,10.0,10.0,9.98,9.76,9.0,9.57,10.0,10.0
5,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.89,2.0,2.0,2.0,2.0,2.07,2.0,2.0,5.0,2.75,3.0,3.0,3.0,3.0,4.0,2.99,3.0,4.0,4.0,3.99,3.99,4.0,3.74,4.0,4.0,3.72,3.99,5.0,4.99,4.99,4.68,3.0,4.99,5.0,5.0,4.7,4.99,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.98,7.0,6.8,6.8,9.0,7.0,7.0,6.8,6.83,8.0,8.02,8.02,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.62,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.66,10.0,9.97,10.0,9.98,10.0,10.0,8.0,10.0,10.0,10.0
6,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.02,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.06,3.0,3.0,2.0,4.0,4.0,3.99,3.58,4.0,4.0,3.86,3.69,4.0,5.0,4.99,5.0,5.0,5.0,5.0,4.99,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,5.99,6.0,6.98,7.0,6.7,7.0,6.77,7.0,7.0,6.8,7.0,7.0,8.0,8.0,8.02,8.0,8.0,8.0,7.97,8.0,7.98,8.0,8.54,9.0,9.0,9.0,8.98,9.0,8.0,9.0,9.0,9.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0
7,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.87,2.0,2.0,2.0,2.0,2.07,2.0,3.0,5.0,3.0,3.0,2.97,3.0,2.99,3.0,3.0,3.0,3.63,3.76,4.0,4.0,2.0,3.7,4.09,4.0,4.0,4.0,5.0,5.0,4.99,4.67,5.0,5.0,5.0,5.0,4.66,5.0,6.0,6.0,5.99,6.0,5.67,6.0,6.04,6.0,6.0,6.04,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.77,6.8,8.0,8.0,8.0,9.0,8.0,8.0,8.0,7.93,8.0,8.0,8.47,9.0,9.0,9.0,9.0,8.0,8.0,9.0,8.98,9.0,10.0,10.0,10.0,10.0,9.97,10.0,9.46,10.0,10.0,10.0
8,8.0,1.23,1.0,1.16,1.0,1.0,1.14,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.96,3.0,3.0,3.0,2.99,2.99,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.53,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.98,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,6.69,7.0,6.89,7.0,7.0,7.0,6.0,7.0,7.82,8.0,8.0,8.0,7.37,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.98,9.0,8.31,9.0,9.0,9.0,10.0,10.0,10.0,9.98,9.97,10.0,10.0,8.0,10.0,10.0
9,9.0,1.0,1.0,1.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.89,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.95,3.0,3.23,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.99,4.0,3.72,4.0,3.99,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.99,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,6.64,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,8.04,8.0,8.0,8.0,7.98,8.0,8.0,8.0,9.0,9.0,10.0,8.99,9.0,9.0,9.0,9.0,8.98,9.0,10.0,9.97,10.0,10.0,9.96,10.0,10.0,10.0,10.0,10.0
