,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,1.0,1.0,2.0,2.32,2.0,2.0,2.29,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,10.0,4.0,4.0,4.0,4.0,3.64,4.0,4.0,4.0,4.0,4.0,5.0,9.0,5.0,5.0,4.17,4.65,5.0,4.96,5.0,5.0,6.0,5.19,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,4.0,8.0,8.0,5.0,8.0,4.0,8.0,2.0,9.0,9.0,9.0,6.0,9.0,9.0,1.0,9.0,9.0,9.0,6.0,5.0,10.0,5.0,10.0,4.0,10.0,7.44,10.0,7.69
1,1.0,1.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.38,3.22,3.0,3.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.6,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.94,4.0,7.0,6.43,7.0,7.0,1.0,7.0,4.0,4.0,8.0,7.39,8.0,3.0,3.0,8.0,7.93,8.0,9.0,9.0,9.0,9.0,5.0,7.4,9.0,9.0,9.0,9.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2,2.0,1.0,8.0,1.0,1.0,1.0,7.0,1.0,1.2,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,10.0,3.0,3.12,3.0,3.0,3.0,3.0,9.0,3.0,3.0,6.0,9.0,4.0,3.75,4.0,4.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.93,5.36,2.0,7.0,7.0,5.85,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.21,8.0,9.0,9.0,9.0,6.0,6.23,7.14,6.61,9.0,9.0,9.0,10.0,6.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0
3,3.0,1.0,8.0,1.0,5.0,4.0,1.0,1.0,1.0,10.0,8.0,2.0,2.0,6.0,2.0,6.0,7.0,2.49,9.0,2.0,7.0,3.0,3.0,3.0,3.11,8.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.52,5.0,5.0,5.0,1.0,5.0,9.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,1.0,6.0,3.0,5.98,6.0,6.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.39,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,5.95,9.0,9.0,6.0,8.32,8.58,10.0,10.0,9.03,7.73,10.0,10.0,10.0,10.0
4,4.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.79,1.84,2.0,2.0,2.34,2.0,2.0,2.31,2.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,10.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,9.0,5.0,4.6,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,5.95,3.0,7.0,2.0,6.93,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,5.0,8.0,8.0,9.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,5.0,9.0,10.0,10.0,3.0,10.0,10.0,10.0,8.0,10.0,1.0,3.0
5,5.0,1.0,1.0,10.0,8.0,5.0,9.0,1.0,4.0,1.0,5.0,2.0,2.32,2.0,2.0,2.16,7.0,2.0,2.0,2.0,2.0,6.0,3.0,3.1,3.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,4.0,4.04,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,6.0,6.0,5.15,6.0,6.0,6.0,6.0,6.0,7.0,4.0,7.0,5.73,7.0,7.0,7.0,7.0,6.31,2.0,8.0,8.0,8.0,4.0,1.0,8.0,8.0,8.0,8.0,8.0,8.05,8.05,4.0,9.0,9.0,9.0,9.0,9.0,4.0,9.0,10.0,10.0,3.0,10.0,10.0,6.0,10.0,10.0,10.0,6.61
6,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,8.0,7.0,2.0,2.0,2.0,5.0,8.0,2.0,2.0,3.0,3.0,10.0,3.0,3.0,2.97,3.0,3.0,3.0,3.0,7.0,4.13,4.0,3.64,4.0,4.0,4.0,7.0,7.0,4.07,5.0,5.0,5.0,5.0,3.98,5.0,5.0,5.0,5.03,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.08,10.0,6.0,6.0,6.43,3.0,7.0,7.0,7.0,7.0,6.94,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.92,8.0,5.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,7.55,10.0,10.0,10.0,10.0,7.0,10.0,10.0
7,7.0,1.0,1.64,1.0,1.0,1.0,1.0,1.0,1.0,1.41,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,7.0,2.97,3.0,3.0,3.0,3.0,4.0,4.0,8.0,1.0,4.0,4.0,4.0,4.0,4.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.99,2.0,5.51,6.0,3.0,9.0,5.98,6.0,2.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,6.31,7.0,8.0,8.0,8.0,7.07,7.5,8.0,8.0,6.85,8.0,7.22,9.0,9.0,9.0,9.0,9.0,7.59,9.0,8.92,7.59,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0
8,8.0,1.0,1.75,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,3.35,10.0,3.0,3.0,8.0,3.0,3.0,3.0,3.0,3.0,4.0,4.02,4.0,4.0,4.0,4.0,3.96,4.0,4.0,4.0,5.0,5.02,5.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,6.0,3.0,4.68,6.0,6.0,2.0,1.0,6.0,6.0,6.0,3.0,7.0,7.0,5.76,7.0,7.0,7.0,4.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,4.0,9.0,9.0,4.0,3.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,3.0,7.0,10.0,3.0,10.0,10.0
9,9.0,9.0,7.0,9.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,5.0,10.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,5.03,2.0,5.03,5.0,5.0,5.0,10.0,5.0,8.0,5.0,6.0,2.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,6.0,10.0,7.0,7.0,7.0,7.0,3.0,7.0,3.0,7.0,7.0,8.0,5.0,6.79,8.0,1.0,8.0,8.0,8.0,8.0,8.0,1.0,9.0,9.0,9.0,1.0,9.0,4.0,9.0,6.0,2.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,7.0
