,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.0,1.21,0.99,1.0,1.19,1.44,1.22,1.21,1.0,5.0,1.21,2.0,1.99,1.99,1.99,2.15,2.0,2.0,1.99,2.0,2.0,3.0,3.0,2.98,3.0,3.0,3.13,3.09,2.98,2.98,7.0,4.0,4.0,4.0,4.14,4.0,4.08,4.0,4.0,4.27,4.0,10.0,4.39,4.7,4.97,4.97,5.04,4.97,5.04,5.05,10.0,5.96,5.96,6.0,6.02,5.96,6.0,5.46,6.0,6.0,5.08,7.0,6.55,7.0,7.0,7.0,7.0,7.0,1.0,7.0,6.4,7.25,6.89,8.0,1.0,7.95,6.71,8.0,2.0,8.0,6.81,8.27,9.0,8.94,6.0,8.94,8.12,9.0,8.94,9.0,9.0,8.51,9.05,10.0,2.0,9.94,10.0,8.19,9.94,8.64,9.94
1,1.0,1.23,0.99,1.0,1.0,1.26,1.24,1.16,1.0,1.21,1.23,2.0,2.0,2.0,1.99,2.0,2.15,2.17,1.99,2.17,2.06,3.0,3.27,2.98,3.0,3.0,3.0,3.0,3.0,2.98,3.12,4.19,4.0,4.03,4.15,4.0,4.0,4.0,3.97,4.28,4.19,5.17,2.0,4.66,5.0,4.96,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.02,5.95,6.0,5.38,3.0,6.0,2.0,7.0,4.0,6.96,6.95,6.95,5.72,7.0,7.0,7.0,6.3,8.0,8.0,8.0,6.76,8.0,8.0,7.95,7.25,7.95,8.0,8.14,5.85,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,10.0,10.0,10.0,9.92,9.05,7.87,9.92,8.39,10.0
2,2.0,1.25,0.99,0.99,1.2,1.28,1.0,1.03,7.0,1.23,1.0,1.99,2.0,1.99,2.0,2.0,2.0,2.18,1.98,2.18,2.0,3.0,7.0,3.0,2.98,2.98,3.0,3.1,3.0,3.0,3.0,7.0,4.0,4.0,4.16,4.0,4.2,4.0,3.97,4.3,4.2,5.09,8.0,4.52,4.96,4.96,5.04,5.0,9.0,5.05,5.0,5.95,5.95,6.0,6.02,5.94,6.0,5.28,6.0,6.0,6.0,7.0,7.0,6.95,7.0,7.0,2.0,7.0,7.0,7.0,7.0,8.0,7.77,7.95,8.0,7.94,6.49,8.0,8.0,7.94,8.0,7.99,9.0,9.0,9.0,9.0,2.0,9.0,9.0,7.6,8.94,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.91,10.0,10.0
3,3.0,1.27,1.0,1.0,1.22,1.31,1.0,1.0,1.21,1.25,1.0,2.0,1.99,1.98,1.98,2.16,2.0,2.2,1.98,2.0,10.0,3.05,3.0,2.97,3.0,2.98,3.13,3.0,3.0,2.97,3.13,4.2,3.65,4.03,4.17,3.97,4.21,3.32,4.0,4.0,4.11,5.1,5.0,5.0,4.96,4.95,5.04,4.61,5.04,4.97,5.0,5.94,6.0,1.0,6.0,6.0,5.49,5.14,6.0,9.0,6.0,6.95,7.0,7.0,6.94,7.0,7.0,6.37,5.9,7.0,6.19,7.12,7.29,7.94,8.0,7.93,6.25,7.94,8.0,7.93,8.0,8.49,2.0,9.0,7.66,9.0,9.0,9.0,9.0,9.0,9.0,7.94,10.0,9.93,8.82,9.91,10.0,10.0,9.89,8.92,10.0
4,4.0,1.0,0.99,1.0,1.24,1.0,1.0,1.03,1.0,1.0,1.25,1.98,1.98,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.06,3.05,3.0,3.0,3.0,3.0,3.14,3.1,2.98,3.0,3.0,4.22,4.0,4.0,4.18,3.97,4.22,3.23,3.96,7.0,4.11,5.1,4.66,5.0,4.95,4.94,5.0,5.0,5.04,5.0,5.01,6.0,6.0,5.45,6.0,6.0,6.0,5.01,5.58,6.0,6.0,6.94,7.0,6.94,7.0,7.0,7.0,6.27,6.14,6.95,6.65,8.0,7.18,8.0,6.56,8.0,8.0,7.93,8.0,7.91,7.32,9.0,5.37,9.0,9.0,8.93,7.97,8.12,9.0,5.0,8.93,7.59,7.93,9.92,8.61,9.89,3.0,8.32,9.87,7.91,10.0
5,5.0,1.0,1.0,0.99,1.26,1.0,6.0,1.03,1.23,1.27,1.25,1.98,2.0,2.0,2.0,2.17,2.0,2.21,1.98,6.0,2.0,3.05,3.29,3.0,2.98,3.0,3.15,3.0,3.0,3.0,3.0,4.23,3.6,4.0,7.0,4.0,4.0,1.0,4.0,4.0,4.0,5.03,5.0,5.0,5.0,4.94,4.97,5.0,5.04,5.0,5.01,6.0,6.0,6.0,6.02,6.0,6.0,6.0,5.52,6.01,9.0,6.93,6.47,6.93,6.93,6.94,5.52,7.0,7.0,7.0,10.0,6.97,8.0,7.93,8.0,8.0,8.0,8.0,7.12,7.9,7.64,7.85,4.83,9.0,7.43,9.0,9.0,7.96,9.0,7.37,8.91,7.8,10.0,10.0,10.0,9.87,8.88,8.96,10.0,10.0,10.0
6,6.0,1.28,0.99,0.99,1.28,1.0,1.0,1.0,1.25,1.0,1.0,2.0,2.0,1.98,2.0,5.0,2.16,2.0,1.98,2.0,2.0,3.0,3.31,2.97,3.0,2.98,3.16,3.0,3.0,3.0,3.0,4.13,1.0,4.03,4.19,4.0,4.0,3.46,3.96,4.22,4.12,5.03,4.61,4.89,5.0,5.0,5.0,5.0,5.05,4.97,5.0,6.0,6.0,10.0,6.0,5.93,6.0,6.0,5.44,6.01,6.0,6.92,6.39,7.0,7.0,6.94,1.0,2.0,6.0,6.94,6.6,6.81,8.0,7.92,8.0,8.0,6.19,7.92,6.98,7.88,8.0,9.0,1.0,9.0,9.0,9.0,7.79,7.79,9.0,9.0,9.0,10.0,7.76,10.0,8.36,10.0,10.0,10.0,9.86,10.0,9.94
7,7.0,7.0,0.99,1.0,1.0,1.11,1.26,1.02,1.0,1.08,1.0,2.0,2.0,2.0,2.0,2.19,2.0,2.23,1.97,2.0,2.07,10.0,3.0,2.97,2.97,3.0,3.17,3.0,2.98,3.0,3.0,4.14,3.55,3.98,4.2,4.0,4.0,1.0,4.0,4.0,4.13,5.0,4.51,4.87,4.94,5.0,5.04,4.55,5.05,4.96,5.01,5.93,6.0,5.37,6.0,6.0,5.89,5.41,6.0,6.07,4.94,6.91,7.0,6.92,6.92,7.0,7.0,6.15,7.0,7.0,6.53,8.0,7.04,7.9,6.33,8.0,8.0,8.0,6.81,7.86,7.58,8.34,4.24,8.94,7.17,9.0,7.58,7.58,8.93,7.1,8.92,4.0,10.0,9.91,8.07,9.86,10.0,10.0,10.0,10.0,9.91
8,8.0,1.3,0.99,1.0,1.29,1.05,1.0,1.17,1.0,1.0,1.06,1.98,1.98,2.0,2.0,2.0,2.0,6.0,2.0,2.2,2.0,3.06,3.0,2.97,3.0,3.0,3.0,3.0,3.0,2.97,3.0,4.14,4.0,4.0,10.0,4.0,4.0,3.07,4.0,9.0,4.03,5.0,4.17,4.47,4.94,4.93,5.0,4.85,4.98,5.04,4.97,6.0,5.95,6.0,5.96,5.93,6.0,6.0,5.36,6.02,4.93,6.9,6.37,6.92,6.91,6.93,7.0,6.02,7.0,7.0,5.97,6.74,7.07,7.89,5.0,7.49,8.0,7.9,7.32,7.84,7.71,8.39,4.41,8.17,7.33,8.93,7.5,7.35,9.0,7.55,9.0,7.08,10.0,9.89,10.0,10.0,10.0,8.28,9.85,10.0,10.0
9,9.0,1.0,1.0,1.0,1.0,1.0,1.26,1.0,1.0,1.0,5.0,1.98,1.98,1.99,2.0,2.18,2.0,2.0,1.97,2.2,2.07,2.99,3.18,2.97,3.0,2.98,3.01,3.0,3.0,3.0,2.99,4.25,4.0,4.03,4.18,3.97,7.0,4.0,3.95,4.0,4.0,5.0,4.44,4.35,4.95,5.0,5.04,4.59,5.0,5.0,5.01,5.93,5.95,6.0,6.0,6.0,6.0,4.99,6.0,6.0,6.0,6.91,6.27,6.92,6.91,6.93,7.0,7.0,6.26,6.93,6.52,6.68,8.0,7.9,8.0,8.0,4.0,8.0,7.4,8.0,7.73,9.0,9.0,8.8,7.36,9.0,7.49,9.0,9.0,7.1,8.92,10.0,3.0,10.0,8.86,9.88,8.68,8.79,10.0,7.81,10.0
