,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,1.0,2.0,2.0,1.99,2.0,2.01,3.0,2.07,1.89,2.07,2.0,2.99,3.0,2.99,3.0,1.0,3.0,3.0,3.06,3.0,3.17,3.52,4.0,4.0,3.76,4.0,4.0,3.85,3.86,3.85,3.99,5.06,5.06,4.99,5.0,4.99,5.0,4.99,5.0,4.99,4.99,6.0,6.04,6.0,5.0,6.0,6.0,5.9,6.0,5.99,5.98,7.0,7.04,6.69,7.02,6.83,7.02,7.0,7.02,7.0,6.83,7.82,7.86,8.0,8.0,7.67,8.0,8.0,8.0,8.0,7.98,9.0,9.0,8.99,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.97,9.63,9.29,9.98,9.98,9.63,9.11,9.98,9.98,10.0
1,1.0,1.0,1.0,1.14,1.0,1.0,1.0,1.0,1.0,1.09,1.0,1.96,2.0,2.0,1.89,2.0,1.96,2.0,1.87,3.0,2.0,2.99,3.09,3.0,3.0,2.84,2.94,3.0,3.06,2.87,3.0,4.0,3.75,4.08,3.96,3.63,3.86,3.83,3.84,4.0,4.0,4.99,5.06,5.0,4.85,5.0,5.0,5.0,5.0,5.0,5.0,6.04,8.0,6.0,6.0,5.99,5.77,5.88,6.1,6.0,6.0,6.98,7.0,7.0,7.02,6.0,7.02,6.83,7.02,6.98,6.8,8.0,7.83,8.0,8.0,7.62,7.98,8.0,7.98,7.98,8.0,9.0,9.0,9.0,8.81,8.81,8.81,8.48,8.65,8.98,9.0,10.0,9.56,10.0,9.97,9.97,10.0,8.0,9.97,10.0,10.0
2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,1.0,1.09,1.0,2.0,1.99,2.0,1.87,2.01,1.95,2.0,2.0,2.0,1.99,2.99,3.0,3.0,2.99,3.0,4.0,2.99,3.0,2.86,3.0,4.0,3.72,4.0,4.0,3.58,3.0,3.8,4.0,2.0,4.0,5.06,5.07,4.99,5.0,5.0,5.0,5.0,4.99,4.99,4.99,6.04,6.04,5.98,6.0,5.98,5.73,5.86,6.0,5.98,5.98,7.0,7.04,7.0,7.0,6.8,7.02,6.8,7.0,7.0,7.0,7.79,7.8,8.0,8.0,8.0,7.98,8.0,8.0,8.0,8.0,9.0,8.98,9.0,9.0,8.77,8.77,8.39,9.0,8.97,9.0,9.97,9.48,9.5,9.97,10.0,9.56,10.0,9.97,9.97,10.0
3,3.0,1.0,1.0,1.16,1.0,1.0,1.0,1.0,1.0,1.1,1.0,3.0,1.99,1.99,2.0,2.02,1.95,2.07,2.0,2.07,1.99,3.0,3.0,3.0,3.0,2.75,3.0,3.0,3.0,2.84,3.18,3.46,3.68,4.0,3.95,3.0,4.0,6.0,3.0,4.0,3.99,5.0,5.0,4.98,5.0,4.99,5.0,5.0,5.0,5.0,5.0,6.04,6.0,5.98,6.0,5.98,6.0,6.0,6.04,5.98,6.0,6.98,7.0,7.0,7.0,7.0,7.02,7.0,7.0,6.98,6.77,7.75,7.77,8.0,8.0,8.0,7.97,8.0,7.98,8.0,8.0,9.0,9.0,8.98,9.0,8.9,8.73,7.0,9.0,8.97,8.98,9.96,9.38,9.41,9.96,9.96,9.48,8.95,9.96,9.96,9.98
4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.24,1.0,1.11,1.0,2.0,2.0,2.0,2.0,2.02,1.94,3.0,1.0,2.08,2.0,2.99,3.1,3.0,2.99,3.0,3.0,3.0,3.0,2.82,3.0,3.38,3.64,4.09,3.95,4.0,3.84,3.78,4.0,3.83,4.0,5.0,5.0,5.0,5.0,5.0,5.06,5.0,4.99,4.98,5.0,6.0,6.0,6.0,5.84,6.0,5.69,8.0,8.0,6.0,6.0,6.98,7.04,7.0,7.02,7.0,7.02,6.77,7.02,6.98,7.0,7.71,7.89,8.0,8.0,8.0,8.0,8.0,7.97,8.0,7.98,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.59,8.96,9.0,9.95,9.61,10.0,10.0,10.0,9.73,9.0,10.0,10.0,9.97
5,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.04,1.0,2.0,2.0,2.0,2.0,2.02,2.0,2.08,2.0,2.0,2.0,2.99,5.0,3.0,3.0,2.72,3.0,3.0,4.0,3.0,3.19,4.0,4.0,4.0,3.94,3.52,4.0,3.98,4.0,4.0,4.0,5.0,5.07,4.98,5.0,4.98,4.99,5.0,5.0,4.98,4.98,6.0,6.0,6.0,5.82,6.0,6.0,5.98,6.05,5.98,6.0,7.0,7.04,6.64,7.0,6.77,9.0,6.73,7.02,7.0,6.73,8.0,7.85,8.0,8.0,7.55,7.97,8.0,8.0,7.98,7.97,8.99,8.97,9.0,9.0,8.88,9.0,9.0,8.52,9.0,9.0,9.95,10.0,9.3,9.95,9.96,10.0,8.0,10.0,10.0,10.0
6,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.27,1.0,1.04,1.0,1.95,2.0,1.99,1.86,2.0,1.94,2.0,2.0,2.0,1.99,3.0,3.0,3.0,2.99,3.0,2.93,2.99,3.0,2.8,3.2,3.54,4.0,4.09,4.0,3.46,4.0,4.0,4.0,3.8,4.0,4.99,7.0,5.0,5.0,5.0,5.0,4.99,4.98,5.0,5.0,5.99,6.04,5.98,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.97,7.02,7.0,7.02,7.0,7.02,7.0,7.0,6.97,7.0,7.66,8.0,8.0,8.0,8.0,8.0,8.0,7.97,7.97,7.97,10.0,8.97,9.0,9.0,8.86,9.0,8.28,8.43,8.95,9.0,9.94,10.0,9.17,10.0,10.0,9.68,8.76,9.95,9.96,9.96
7,7.0,1.0,1.0,1.17,1.0,1.0,1.0,1.29,1.0,1.0,1.0,2.0,1.99,2.0,2.0,2.02,1.93,2.09,2.0,2.09,1.99,3.0,5.0,2.99,2.99,2.69,2.92,3.0,3.0,3.0,3.11,4.0,4.0,4.01,4.0,2.0,3.82,4.0,3.82,3.78,4.0,4.99,5.0,5.0,4.83,5.0,5.0,5.0,4.98,5.0,5.0,5.99,6.04,5.97,6.0,6.0,5.65,6.0,6.05,5.97,5.98,7.0,6.99,7.0,7.02,7.0,7.0,7.0,7.02,7.0,6.69,8.0,7.83,8.0,9.0,7.48,7.96,8.0,7.96,8.0,8.0,8.98,9.0,9.0,8.78,9.0,8.0,8.0,8.33,8.94,8.97,9.92,9.54,10.0,10.0,9.95,10.0,8.53,10.0,10.0,9.96
8,8.0,1.0,1.0,1.18,1.0,1.0,1.0,1.31,1.0,1.04,1.0,1.95,2.0,2.0,1.0,2.13,2.0,2.09,1.87,2.01,2.0,3.0,3.22,2.99,3.0,2.65,3.0,3.0,3.06,3.0,3.0,3.54,3.59,4.01,4.0,4.0,3.8,4.0,3.8,4.0,3.99,4.99,5.0,4.98,4.8,5.0,4.99,5.0,5.0,5.0,5.0,6.0,6.05,6.0,5.79,6.0,5.59,5.98,6.0,5.97,5.97,6.97,7.0,6.63,7.0,6.73,7.0,6.69,6.98,6.97,6.64,7.6,7.8,7.98,8.0,8.0,8.0,8.0,7.95,7.97,7.96,8.98,9.0,9.0,8.74,9.0,8.68,9.0,9.0,9.0,9.0,9.91,10.0,9.36,10.0,10.0,10.0,10.0,9.95,9.95,9.95
9,9.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99,2.0,2.0,2.0,1.85,2.0,1.87,2.0,2.0,2.99,3.23,2.99,3.0,2.84,2.91,3.0,3.0,2.77,4.0,3.48,3.57,4.0,4.0,3.44,3.77,3.98,4.0,3.77,4.0,5.0,5.0,5.0,5.0,4.98,5.0,5.0,4.98,4.98,4.98,6.0,6.05,6.0,5.9,5.98,4.0,5.99,6.05,6.0,6.0,6.97,7.01,7.0,7.02,6.72,7.0,7.0,7.0,6.97,6.64,7.0,10.0,8.0,8.0,7.7,7.96,7.98,7.95,7.97,7.96,9.0,9.0,10.0,9.0,8.87,8.66,8.16,9.0,9.0,8.97,9.9,10.0,10.0,10.0,10.0,10.0,8.78,10.0,9.95,10.0
